Axial Compression Test-Jun-21-2024-09-38-58-AM.log,,,,,
,,,,,
System Information:,,,,,
IntelliMESUR Version: 2.2.1,,,,,
Test Frame Model: F505,,,,,
Test Frame Serial Number: 4418651,,,,,
Test Frame Capacity: 500 lbF / 2.2 kN,,,,,
Test Frame Firmware Version: 1.00.14,,,,,
Force Sensor Model: FS05-100,,,,,
Force Sensor Capacity: 500 N,,,,,
Force Sensor Resolution: 0.2 N,,,,,
Force Sensor Serial Number: 4425350,,,,,
"Calibration Date: Apr 29, 2024",,,,,
"Calibration Due Date: Apr 29, 2025",,,,,
,,,,,
Reading,Load [N],Distance [mm],Time [s],Stress [MPa],Strain [%]
1281,0.2,-8.63,5.12,0.1,546
1282,0,-8.64,5.124,0,547
1283,0,-8.65,5.128,0,547.5
1284,0,-8.65,5.132,0,547.5
1285,-0.2,-8.66,5.136,-0.1,548
1286,-0.4,-8.67,5.14,-0.2,548.5
1287,-0.4,-8.67,5.144,-0.2,548.5
1288,-0.2,-8.68,5.148,-0.1,549.5
1289,0,-8.69,5.152,0,550
1290,0,-8.7,5.156,0,550.5
1291,0,-8.7,5.16,0,550.5
1292,0,-8.71,5.164,0,551.5
1293,0,-8.72,5.168,0,552
1294,0,-8.72,5.172,0,552
1295,0.6,-8.73,5.176,0.3,552.5
1296,0,-8.74,5.18,0,553
1297,0,-8.74,5.184,0,553
1298,0.2,-8.75,5.188,0.1,554
1299,0.2,-8.76,5.192,0.1,554.5
1300,-0.4,-8.77,5.196,-0.2,555
1301,0,-8.77,5.2,0,555
1302,0,-8.78,5.204,0,555.5
1303,0,-8.79,5.208,0,556.5
1304,0,-8.79,5.212,0,556.5
1305,-0.2,-8.8,5.216,-0.1,557
1306,0,-8.81,5.22,0,557.5
1307,0,-8.82,5.224,0,558
1308,0.2,-8.82,5.228,0.1,558
1309,0,-8.83,5.232,0,559
1310,0,-8.84,5.236,0,559.5
1311,0,-8.84,5.24,0,559.5
1312,0.2,-8.85,5.244,0.1,560
1313,0.2,-8.86,5.248,0.1,561
1314,0,-8.86,5.252,0,561
1315,0.2,-8.87,5.256,0.1,561.5
1316,0.2,-8.88,5.26,0.1,562
1317,0,-8.89,5.264,0,562.5
1318,0,-8.89,5.268,0,562.5
1319,0.2,-8.9,5.272,0.1,563.5
1320,0,-8.91,5.276,0,564
1321,0,-8.91,5.28,0,564
1322,0,-8.92,5.284,0,564.5
1323,0,-8.93,5.288,0,565
1324,0.2,-8.93,5.292,0.1,565
1325,0,-8.94,5.296,0,566
1326,0,-8.95,5.3,0,566.5
1327,0,-8.96,5.304,0,567
1328,0,-8.96,5.308,0,567
1329,0,-8.97,5.312,0,567.5
1330,-0.2,-8.98,5.316,-0.1,568.5
1331,0,-8.98,5.32,0,568.5
1332,0.2,-8.99,5.324,0.1,569
1333,0.2,-9,5.328,0.1,569.5
1334,-0.2,-9.01,5.332,-0.1,570.5
1335,0,-9.01,5.336,0,570.5
1336,-0.2,-9.02,5.34,-0.1,571
1337,-0.2,-9.03,5.344,-0.1,571.5
1338,0,-9.03,5.348,0,571.5
1339,0.2,-9.04,5.352,0.1,572
1340,0,-9.05,5.356,0,573
1341,0,-9.05,5.36,0,573
1342,-0.2,-9.06,5.364,-0.1,573.5
1343,-0.4,-9.07,5.368,-0.2,574
1344,0,-9.08,5.372,0,574.5
1345,0,-9.08,5.376,0,574.5
1346,0,-9.09,5.38,0,575.5
1347,0.2,-9.1,5.384,0.1,576
1348,0,-9.1,5.388,0,576
1349,-0.2,-9.11,5.392,-0.1,576.5
1350,0,-9.12,5.396,0,577
1351,0,-9.13,5.4,0,578
1352,0,-9.13,5.404,0,578
1353,0,-9.14,5.408,0,578.5
1354,0,-9.15,5.412,0,579
1355,0,-9.15,5.416,0,579
1356,-0.4,-9.16,5.42,-0.2,579.5
1357,0,-9.17,5.424,0,580.5
1358,0,-9.17,5.428,0,580.5
1359,0,-9.18,5.432,0,581
1360,0,-9.19,5.436,0,581.5
1361,0,-9.2,5.44,0,582.5
1362,0,-9.2,5.444,0,582.5
1363,0,-9.21,5.448,0,583
1364,0,-9.22,5.452,0,583.5
1365,0,-9.22,5.456,0,583.5
1366,0,-9.23,5.46,0,584
1367,0,-9.24,5.464,0,585
1368,0,-9.24,5.468,0,585
1369,0,-9.25,5.472,0,585.5
1370,0,-9.26,5.476,0,586
1371,0,-9.27,5.48,0,586.5
1372,0,-9.27,5.484,0,586.5
1373,0,-9.28,5.488,0,587.5
1374,0,-9.29,5.492,0,588
1375,-0.4,-9.29,5.496,-0.2,588
1376,0,-9.3,5.5,0,588.5
1377,0,-9.31,5.504,0,589
1378,0.4,-9.32,5.508,0.2,590
1379,0,-9.32,5.512,0,590
1380,0,-9.33,5.516,0,590.5
1381,0,-9.34,5.52,0,591
1382,-0.2,-9.34,5.524,-0.1,591
1383,0,-9.35,5.528,0,592
1384,0,-9.36,5.532,0,592.5
1385,-0.2,-9.36,5.536,-0.1,592.5
1386,0,-9.37,5.54,0,593
1387,0,-9.38,5.544,0,593.5
1388,0,-9.39,5.548,0,594.5
1389,0.2,-9.39,5.552,0.1,594.5
1390,0,-9.4,5.556,0,595
1391,-0.2,-9.41,5.56,-0.1,595.5
1392,0,-9.42,5.564,0,596
1393,0,-9.42,5.568,0,596
1394,-0.2,-9.43,5.572,-0.1,597
1395,0,-9.43,5.576,0,597
1396,0,-9.44,5.58,0,597.5
1397,0,-9.45,5.584,0,598
1398,0,-9.46,5.588,0,598.5
1399,0,-9.46,5.592,0,598.5
1400,0,-9.47,5.596,0,599.5
1401,0,-9.48,5.6,0,600
1402,0.2,-9.48,5.604,0.1,600
1403,0,-9.49,5.608,0,600.5
1404,0,-9.5,5.612,0,601.5
1405,0,-9.51,5.616,0,602
1406,-0.4,-9.51,5.62,-0.2,602
1407,0,-9.52,5.624,0,602.5
1408,0,-9.53,5.628,0,603
1409,0,-9.53,5.632,0,603
1410,0,-9.54,5.636,0,604
1411,0,-9.55,5.64,0,604.5
1412,-0.2,-9.55,5.644,-0.1,604.5
1413,-0.2,-9.56,5.648,-0.1,605
1414,0,-9.57,5.652,0,605.5
1415,0,-9.58,5.656,0,606.5
1416,0,-9.58,5.66,0,606.5
1417,0,-9.59,5.664,0,607
1418,0,-9.6,5.668,0,607.5
1419,0,-9.6,5.672,0,607.5
1420,0,-9.61,5.676,0,608
1421,0,-9.62,5.68,0,609
1422,0,-9.62,5.684,0,609
1423,0.2,-9.63,5.688,0.1,609.5
1424,0,-9.64,5.692,0,610
1425,0,-9.65,5.696,0,611
1426,0.2,-9.65,5.7,0.1,611
1427,0.2,-9.66,5.704,0.1,611.5
1428,0.2,-9.67,5.708,0.1,612
1429,-0.2,-9.67,5.712,-0.1,612
1430,0,-9.68,5.716,0,612.5
1431,0,-9.69,5.72,0,613.5
1432,0.2,-9.7,5.724,0.1,614
1433,0,-9.7,5.728,0,614
1434,0,-9.71,5.732,0,614.5
1435,0,-9.72,5.736,0,615
1436,0,-9.73,5.74,0,616
1437,0,-9.73,5.744,0,616
1438,-0.2,-9.74,5.748,-0.1,616.5
1439,0,-9.74,5.752,0,616.5
1440,0,-9.75,5.756,0,617
1441,0.2,-9.76,5.76,0.1,617.5
1442,0.4,-9.77,5.764,0.2,618.5
1443,-0.2,-9.77,5.768,-0.1,618.5
1444,-0.2,-9.78,5.772,-0.1,619
1445,0.2,-9.79,5.776,0.1,619.5
1446,0,-9.8,5.78,0,620.5
1447,-0.4,-9.8,5.784,-0.2,620.5
1448,-0.2,-9.81,5.788,-0.1,621
1449,0,-9.81,5.792,0,621
1450,0,-9.82,5.796,0,621.5
1451,-0.2,-9.83,5.8,-0.1,622
1452,0,-9.84,5.804,0,623
1453,0.2,-9.84,5.808,0.1,623
1454,0,-9.85,5.812,0,623.5
1455,0,-9.86,5.816,0,624
1456,0,-9.87,5.82,0,624.5
1457,-0.2,-9.87,5.824,-0.1,624.5
1458,0,-9.88,5.828,0,625.5
1459,-0.2,-9.89,5.832,-0.1,626
1460,-0.2,-9.89,5.836,-0.1,626
1461,0.2,-9.9,5.84,0.1,626.5
1462,0,-9.91,5.844,0,627
1463,0,-9.92,5.848,0,628
1464,0,-9.92,5.852,0,628
1465,0,-9.93,5.856,0,628.5
1466,0,-9.93,5.86,0,628.5
1467,0,-9.94,5.864,0,629
1468,-0.2,-9.95,5.868,-0.1,629.5
1469,0,-9.96,5.872,0,630.5
1470,0,-9.96,5.876,0,630.5
1471,0.2,-9.97,5.88,0.1,631
1472,0,-9.98,5.884,0,631.5
1473,0,-9.99,5.888,0,632.5
1474,0,-9.99,5.892,0,632.5
1475,0,-10,5.896,0,633
1476,0,-10.01,5.9,0,633.5
1477,0,-10.01,5.904,0,633.5
1478,0,-10.02,5.908,0,634
1479,-0.4,-10.03,5.912,-0.2,635
1480,0,-10.04,5.916,0,635.5
1481,0.2,-10.04,5.92,0.1,635.5
1482,0,-10.05,5.924,0,636
1483,0,-10.06,5.928,0,636.5
1484,0,-10.06,5.932,0,636.5
1485,0,-10.07,5.936,0,637.5
1486,0,-10.08,5.94,0,638
1487,0,-10.08,5.944,0,638
1488,0,-10.09,5.948,0,638.5
1489,0,-10.1,5.952,0,639
1490,0.2,-10.11,5.956,0.1,640
1491,0.2,-10.11,5.96,0.1,640
1492,0,-10.12,5.964,0,640.5
1493,0,-10.13,5.968,0,641
1494,0.2,-10.13,5.972,0.1,641
1495,0,-10.14,5.976,0,642
1496,0,-10.15,5.98,0,642.5
1497,-0.2,-10.15,5.984,-0.1,642.5
1498,0.2,-10.16,5.988,0.1,643
1499,0.2,-10.17,5.992,0.1,643.5
1500,0,-10.18,5.996,0,644.5
1501,-0.2,-10.18,6,-0.1,644.5
1502,0,-10.19,6.004,0,645
1503,0,-10.2,6.008,0,645.5
1504,0,-10.2,6.012,0,645.5
1505,0,-10.21,6.016,0,646
1506,0,-10.22,6.02,0,647
1507,0,-10.23,6.024,0,647.5
1508,0,-10.23,6.028,0,647.5
1509,-0.4,-10.24,6.032,-0.2,648
1510,0,-10.25,6.036,0,648.5
1511,0,-10.25,6.04,0,648.5
1512,0,-10.26,6.044,0,649.5
1513,0,-10.27,6.048,0,650
1514,-0.2,-10.27,6.052,-0.1,650
1515,0,-10.28,6.056,0,650.5
1516,0,-10.29,6.06,0,651.5
1517,0,-10.3,6.064,0,652
1518,0.2,-10.3,6.068,0.1,652
1519,0,-10.31,6.072,0,652.5
1520,0,-10.32,6.076,0,653
1521,0,-10.32,6.08,0,653
1522,-0.4,-10.33,6.084,-0.2,654
1523,0.2,-10.34,6.088,0.1,654.5
1524,0.2,-10.34,6.092,0.1,654.5
1525,0,-10.35,6.096,0,655
1526,0,-10.36,6.1,0,655.5
1527,0,-10.37,6.104,0,656.5
1528,0.4,-10.37,6.108,0.2,656.5
1529,0.2,-10.38,6.112,0.1,657
1530,0.2,-10.39,6.116,0.1,657.5
1531,0.2,-10.39,6.12,0.1,657.5
1532,0,-10.39,6.124,0,657.5
1533,0,-10.4,6.128,0,658
1534,0.4,-10.41,6.132,0.2,659
1535,0.2,-10.41,6.136,0.1,659
1536,0,-10.42,6.14,0,659.5
1537,0,-10.43,6.144,0,660
1538,0,-10.43,6.148,0,660
1539,0,-10.44,6.152,0,661
1540,0,-10.45,6.156,0,661.5
1541,-0.2,-10.45,6.16,-0.1,661.5
1542,0,-10.46,6.164,0,662
1543,-0.2,-10.47,6.168,-0.1,662.5
1544,-0.2,-10.48,6.172,-0.1,663.5
1545,0,-10.48,6.176,0,663.5
1546,0,-10.49,6.18,0,664
1547,0,-10.5,6.184,0,664.5
1548,0,-10.5,6.188,0,664.5
1549,0,-10.51,6.192,0,665
1550,0.2,-10.52,6.196,0.1,666
1551,0.2,-10.52,6.2,0.1,666
1552,0,-10.53,6.204,0,666.5
1553,0,-10.54,6.208,0,667
1554,0,-10.55,6.212,0,667.5
1555,0,-10.55,6.216,0,667.5
1556,0,-10.56,6.22,0,668.5
1557,0,-10.57,6.224,0,669
1558,-0.2,-10.57,6.228,-0.1,669
1559,0.2,-10.58,6.232,0.1,669.5
1560,0.2,-10.59,6.236,0.1,670.5
1561,0.2,-10.59,6.24,0.1,670.5
1562,0.4,-10.6,6.244,0.2,671
1563,0,-10.61,6.248,0,671.5
1564,0,-10.62,6.252,0,672
1565,0,-10.62,6.256,0,672
1566,0,-10.63,6.26,0,673
1567,0,-10.64,6.264,0,673.5
1568,0,-10.64,6.268,0,673.5
1569,0,-10.65,6.272,0,674
1570,0,-10.66,6.276,0,674.5
1571,-0.2,-10.67,6.28,-0.1,675.5
1572,0,-10.67,6.284,0,675.5
1573,0,-10.68,6.288,0,676
1574,0,-10.68,6.292,0,676
1575,0,-10.69,6.296,0,676.5
1576,0,-10.7,6.3,0,677
1577,0,-10.71,6.304,0,678
1578,-0.2,-10.71,6.308,-0.1,678
1579,-0.2,-10.72,6.312,-0.1,678.5
1580,0,-10.73,6.316,0,679
1581,-0.2,-10.74,6.32,-0.1,679.5
1582,0,-10.74,6.324,0,679.5
1583,0.2,-10.75,6.328,0.1,680.5
1584,0,-10.75,6.332,0,680.5
1585,0,-10.76,6.336,0,681
1586,0,-10.77,6.34,0,681.5
1587,-0.2,-10.78,6.344,-0.1,682.5
1588,-0.2,-10.78,6.348,-0.1,682.5
1589,0,-10.79,6.352,0,683
1590,0.2,-10.8,6.356,0.1,683.5
1591,0.2,-10.81,6.36,0.1,684
1592,0.2,-10.81,6.364,0.1,684
1593,0,-10.82,6.368,0,685
1594,-0.2,-10.83,6.372,-0.1,685.5
1595,0,-10.83,6.376,0,685.5
1596,-0.4,-10.84,6.38,-0.2,686
1597,-0.4,-10.85,6.384,-0.2,686.5
1598,0,-10.85,6.388,0,686.5
1599,0,-10.86,6.392,0,687.5
1600,0,-10.87,6.396,0,688
1601,0.2,-10.87,6.4,0.1,688
1602,0,-10.88,6.404,0,688.5
1603,-0.2,-10.89,6.408,-0.1,689
1604,0.4,-10.9,6.412,0.2,690
1605,0,-10.9,6.416,0,690
1606,0,-10.91,6.42,0,690.5
1607,0,-10.92,6.424,0,691
1608,0,-10.92,6.428,0,691
1609,0.2,-10.93,6.432,0.1,692
1610,0,-10.94,6.436,0,692.5
1611,0,-10.94,6.44,0,692.5
1612,-0.2,-10.95,6.444,-0.1,693
1613,0,-10.96,6.448,0,693.5
1614,0,-10.97,6.452,0,694.5
1615,0.2,-10.97,6.456,0.1,694.5
1616,0,-10.98,6.46,0,695
1617,0,-10.99,6.464,0,695.5
1618,-0.2,-10.99,6.468,-0.1,695.5
1619,0.2,-11,6.472,0.1,696
1620,0,-11.01,6.476,0,697
1621,0,-11.01,6.48,0,697
1622,0,-11.02,6.484,0,697.5
1623,0.2,-11.03,6.488,0.1,698
1624,0,-11.04,6.492,0,698.5
1625,0,-11.04,6.496,0,698.5
1626,0,-11.05,6.5,0,699.5
1627,0.2,-11.06,6.504,0.1,700
1628,0.2,-11.06,6.508,0.1,700
1629,0.2,-11.07,6.512,0.1,700.5
1630,0,-11.08,6.516,0,701.5
1631,0,-11.08,6.52,0,701.5
1632,0,-11.09,6.524,0,702
1633,-0.2,-11.1,6.528,-0.1,702.5
1634,0,-11.11,6.532,0,703
1635,0,-11.11,6.536,0,703
1636,0,-11.12,6.54,0,704
1637,0,-11.13,6.544,0,704.5
1638,0,-11.13,6.548,0,704.5
1639,0,-11.14,6.552,0,705
1640,0,-11.15,6.556,0,705.5
1641,0,-11.15,6.56,0,705.5
1642,0,-11.16,6.564,0,706.5
1643,0,-11.17,6.568,0,707
1644,0,-11.17,6.572,0,707
1645,0,-11.18,6.576,0,707.5
1646,0,-11.19,6.58,0,708
1647,0.4,-11.2,6.584,0.2,709
1648,0,-11.2,6.588,0,709
1649,0,-11.21,6.592,0,709.5
1650,0,-11.22,6.596,0,710
1651,-0.2,-11.22,6.6,-0.1,710
1652,-0.4,-11.23,6.604,-0.2,711
1653,0,-11.24,6.608,0,711.5
1654,0,-11.24,6.612,0,711.5
1655,0,-11.25,6.616,0,712
1656,0,-11.26,6.62,0,712.5
1657,0,-11.27,6.624,0,713.5
1658,0,-11.27,6.628,0,713.5
1659,-0.2,-11.28,6.632,-0.1,714
1660,-0.2,-11.29,6.636,-0.1,714.5
1661,0,-11.29,6.64,0,714.5
1662,0,-11.3,6.644,0,715
1663,0,-11.31,6.648,0,716
1664,0,-11.31,6.652,0,716
1665,0,-11.32,6.656,0,716.5
1666,0,-11.33,6.66,0,717
1667,-0.2,-11.34,6.664,-0.1,717.5
1668,0.2,-11.34,6.668,0.1,717.5
1669,0,-11.35,6.672,0,718.5
1670,0.2,-11.36,6.676,0.1,719
1671,0,-11.36,6.68,0,719
1672,-0.2,-11.37,6.684,-0.1,719.5
1673,-0.2,-11.38,6.688,-0.1,720.5
1674,0,-11.38,6.692,0,720.5
1675,0,-11.39,6.696,0,721
1676,-0.2,-11.4,6.7,-0.1,721.5
1677,0,-11.41,6.704,0,722
1678,-0.2,-11.41,6.708,-0.1,722
1679,-0.2,-11.42,6.712,-0.1,723
1680,0.2,-11.43,6.716,0.1,723.5
1681,0,-11.43,6.72,0,723.5
1682,0,-11.44,6.724,0,724
1683,0,-11.45,6.728,0,724.5
1684,0.2,-11.46,6.732,0.1,725.5
1685,0.4,-11.46,6.736,0.2,725.5
1686,0.2,-11.47,6.74,0.1,726
1687,0,-11.47,6.744,0,726
1688,0,-11.48,6.748,0,726.5
1689,0,-11.49,6.752,0,727
1690,0,-11.5,6.756,0,728
1691,0,-11.5,6.76,0,728
1692,0,-11.51,6.764,0,728.5
1693,0,-11.52,6.768,0,729
1694,0.2,-11.52,6.772,0.1,729
1695,0,-11.53,6.776,0,729.5
1696,-0.2,-11.54,6.78,-0.1,730.5
1697,-0.2,-11.54,6.784,-0.1,730.5
1698,0,-11.55,6.788,0,731
1699,0,-11.56,6.792,0,731.5
1700,0,-11.57,6.796,0,732.5
1701,0,-11.57,6.8,0,732.5
1702,0,-11.58,6.804,0,733
1703,0,-11.59,6.808,0,733.5
1704,-0.2,-11.59,6.812,-0.1,733.5
1705,-0.2,-11.6,6.816,-0.1,734
1706,0.2,-11.61,6.82,0.1,735
1707,0,-11.61,6.824,0,735
1708,0,-11.62,6.828,0,735.5
1709,0,-11.63,6.832,0,736
1710,0,-11.64,6.836,0,736.5
1711,-0.4,-11.64,6.84,-0.2,736.5
1712,-0.4,-11.65,6.844,-0.2,737.5
1713,-0.2,-11.66,6.848,-0.1,738
1714,-0.4,-11.66,6.852,-0.2,738
1715,0.2,-11.67,6.856,0.1,738.5
1716,0.2,-11.68,6.86,0.1,739
1717,0.2,-11.68,6.864,0.1,739
1718,0,-11.69,6.868,0,740
1719,0,-11.7,6.872,0,740.5
1720,0,-11.7,6.876,0,740.5
1721,-0.2,-11.71,6.88,-0.1,741
1722,0,-11.72,6.884,0,742
1723,0.2,-11.73,6.888,0.1,742.5
1724,0,-11.73,6.892,0,742.5
1725,0,-11.74,6.896,0,743
1726,0,-11.75,6.9,0,743.5
1727,0,-11.75,6.904,0,743.5
1728,0,-11.76,6.908,0,744.5
1729,0,-11.77,6.912,0,745
1730,-0.2,-11.77,6.916,-0.1,745
1731,0,-11.78,6.92,0,745.5
1732,0.2,-11.79,6.924,0.1,746
1733,0.2,-11.8,6.928,0.1,747
1734,0.2,-11.8,6.932,0.1,747
1735,-0.2,-11.81,6.936,-0.1,747.5
1736,0,-11.82,6.94,0,748
1737,0,-11.82,6.944,0,748
1738,0,-11.83,6.948,0,748.5
1739,0,-11.84,6.952,0,749.5
1740,0,-11.84,6.956,0,749.5
1741,0.2,-11.85,6.96,0.1,750
1742,0,-11.86,6.964,0,750.5
1743,0,-11.87,6.968,0,751.5
1744,0,-11.87,6.972,0,751.5
1745,0,-11.88,6.976,0,752
1746,0,-11.88,6.98,0,752
1747,0,-11.89,6.984,0,752.5
1748,0,-11.9,6.988,0,753
1749,-0.2,-11.91,6.992,-0.1,754
1750,0,-11.91,6.996,0,754
1751,0,-11.92,7,0,754.5
1752,-0.2,-11.93,7.004,-0.1,755
1753,0,-11.93,7.008,0,755
1754,0.2,-11.94,7.012,0.1,755.5
1755,0.2,-11.95,7.016,0.1,756.5
1756,0.2,-11.95,7.02,0.1,756.5
1757,0.2,-11.96,7.024,0.1,757
1758,-0.2,-11.97,7.028,-0.1,757.5
1759,0,-11.98,7.032,0,758
1760,0,-11.98,7.036,0,758
1761,-0.2,-11.99,7.04,-0.1,759
1762,0,-12,7.044,0,759.5
1763,-0.2,-12,7.048,-0.1,759.5
1764,-0.2,-12.01,7.052,-0.1,760
1765,-0.2,-12.02,7.056,-0.1,761
1766,-0.2,-12.02,7.06,-0.1,761
1767,0,-12.03,7.064,0,761.5
1768,-0.6,-12.04,7.068,-0.3,762
1769,0,-12.05,7.072,0,762.5
1770,0,-12.05,7.076,0,762.5
1771,0,-12.06,7.08,0,763.5
1772,0,-12.07,7.084,0,764
1773,0,-12.07,7.088,0,764
1774,0,-12.08,7.092,0,764.5
1775,-0.4,-12.09,7.096,-0.2,765
1776,0,-12.09,7.1,0,765
1777,0,-12.1,7.104,0,766
1778,0,-12.11,7.108,0,766.5
1779,0,-12.11,7.112,0,766.5
1780,0,-12.12,7.116,0,767
1781,0,-12.13,7.12,0,767.5
1782,0,-12.14,7.124,0,768.5
1783,0,-12.14,7.128,0,768.5
1784,0.2,-12.15,7.132,0.1,769
1785,0,-12.16,7.136,0,769.5
1786,0,-12.16,7.14,0,769.5
1787,0.2,-12.17,7.144,0.1,770.5
1788,0.2,-12.18,7.148,0.1,771
1789,0.2,-12.18,7.152,0.1,771
1790,0.2,-12.19,7.156,0.1,771.5
1791,0,-12.2,7.16,0,772
1792,0.4,-12.21,7.164,0.2,773
1793,0.2,-12.21,7.168,0.1,773
1794,0,-12.22,7.172,0,773.5
1795,0,-12.23,7.176,0,774
1796,0,-12.23,7.18,0,774
1797,0,-12.24,7.184,0,774.5
1798,0,-12.25,7.188,0,775.5
1799,0,-12.25,7.192,0,775.5
1800,0,-12.26,7.196,0,776
1801,0,-12.27,7.2,0,776.5
1802,0,-12.28,7.204,0,777
1803,-0.2,-12.28,7.208,-0.1,777
1804,0.2,-12.29,7.212,0.1,778
1805,0.2,-12.29,7.216,0.1,778
1806,0,-12.3,7.22,0,778.5
1807,0,-12.31,7.224,0,779
1808,0,-12.32,7.228,0,779.5
1809,0,-12.32,7.232,0,779.5
1810,-0.2,-12.33,7.236,-0.1,780.5
1811,-0.2,-12.34,7.24,-0.1,781
1812,-0.2,-12.34,7.244,-0.1,781
1813,-0.2,-12.35,7.248,-0.1,781.5
1814,0,-12.36,7.252,0,782.5
1815,0.2,-12.36,7.256,0.1,782.5
1816,0,-12.37,7.26,0,783
1817,0,-12.38,7.264,0,783.5
1818,0,-12.39,7.268,0,784
1819,-0.2,-12.4,7.272,-0.1,785
1820,-0.2,-12.41,7.276,-0.1,785.5
1821,0,-12.42,7.28,0,786
1822,0.2,-12.42,7.284,0.1,786
1823,0,-12.43,7.288,0,786.5
1824,0,-12.44,7.292,0,787.5
1825,0,-12.45,7.296,0,788
1826,0,-12.45,7.3,0,788
1827,-0.2,-12.46,7.304,-0.1,788.5
1828,0.2,-12.47,7.308,0.1,789
1829,0,-12.47,7.312,0,789
1830,0,-12.48,7.316,0,790
1831,0,-12.49,7.32,0,790.5
1832,0,-12.49,7.324,0,790.5
1833,0,-12.5,7.328,0,791
1834,0.2,-12.51,7.332,0.1,792
1835,0,-12.52,7.336,0,792.5
1836,-0.2,-12.52,7.34,-0.1,792.5
1837,0,-12.53,7.344,0,793
1838,-0.4,-12.54,7.348,-0.2,793.5
1839,-0.4,-12.54,7.352,-0.2,793.5
1840,0,-12.55,7.356,0,794.5
1841,0,-12.56,7.36,0,795
1842,0.2,-12.56,7.364,0.1,795
1843,0,-12.57,7.368,0,795.5
1844,0,-12.58,7.372,0,796
1845,0,-12.59,7.376,0,797
1846,0,-12.59,7.38,0,797
1847,0,-12.6,7.384,0,797.5
1848,0,-12.6,7.388,0,797.5
1849,0,-12.61,7.392,0,798
1850,0.2,-12.62,7.396,0.1,798.5
1851,0,-12.63,7.4,0,799.5
1852,0,-12.63,7.404,0,799.5
1853,0,-12.64,7.408,0,800
1854,0,-12.65,7.412,0,800.5
1855,0,-12.65,7.416,0,800.5
1856,0,-12.66,7.42,0,801.5
1857,0,-12.67,7.424,0,802
1858,-0.4,-12.68,7.428,-0.2,802.5
1859,0,-12.68,7.432,0,802.5
1860,0,-12.69,7.436,0,803
1861,-0.2,-12.7,7.44,-0.1,804
1862,0,-12.7,7.444,0,804
1863,0,-12.71,7.448,0,804.5
1864,0,-12.72,7.452,0,805
1865,0,-12.72,7.456,0,805
1866,0,-12.73,7.46,0,805.5
1867,0.2,-12.74,7.464,0.1,806.5
1868,0.4,-12.75,7.468,0.2,807
1869,0.2,-12.75,7.472,0.1,807
1870,0.2,-12.76,7.476,0.1,807.5
1871,0,-12.77,7.48,0,808
1872,0,-12.77,7.484,0,808
1873,0.2,-12.78,7.488,0.1,809
1874,0,-12.79,7.492,0,809.5
1875,-0.4,-12.79,7.496,-0.2,809.5
1876,-0.4,-12.8,7.5,-0.2,810
1877,0,-12.81,7.504,0,811
1878,0,-12.82,7.508,0,811.5
1879,0.2,-12.82,7.512,0.1,811.5
1880,-0.4,-12.83,7.516,-0.2,812
1881,0,-12.83,7.52,0,812
1882,0,-12.84,7.524,0,812.5
1883,0,-12.85,7.528,0,813.5
1884,0,-12.86,7.532,0,814
1885,0,-12.86,7.536,0,814
1886,-0.2,-12.87,7.54,-0.1,814.5
1887,0,-12.88,7.544,0,815
1888,0,-12.89,7.548,0,816
1889,0.2,-12.89,7.552,0.1,816
1890,0,-12.9,7.556,0,816.5
1891,0,-12.9,7.56,0,816.5
1892,0,-12.91,7.564,0,817
1893,0,-12.92,7.568,0,817.5
1894,0,-12.93,7.572,0,818.5
1895,0,-12.93,7.576,0,818.5
1896,-0.4,-12.94,7.58,-0.2,819
1897,0,-12.95,7.584,0,819.5
1898,0,-12.95,7.588,0,819.5
1899,0,-12.96,7.592,0,820.5
1900,0,-12.97,7.596,0,821
1901,-0.2,-12.97,7.6,-0.1,821
1902,0,-12.98,7.604,0,821.5
1903,0,-12.99,7.608,0,822
1904,0,-13,7.612,0,823
1905,0,-13,7.616,0,823
1906,0,-13.01,7.62,0,823.5
1907,0,-13.02,7.624,0,824
1908,0,-13.02,7.628,0,824
1909,0,-13.03,7.632,0,824.5
1910,0,-13.04,7.636,0,825.5
1911,0,-13.04,7.64,0,825.5
1912,-0.4,-13.05,7.644,-0.2,826
1913,0,-13.06,7.648,0,826.5
1914,0,-13.07,7.652,0,827
1915,0,-13.07,7.656,0,827
1916,0,-13.08,7.66,0,828
1917,0.2,-13.09,7.664,0.1,828.5
1918,0,-13.09,7.668,0,828.5
1919,-0.2,-13.1,7.672,-0.1,829
1920,-0.2,-13.11,7.676,-0.1,829.5
1921,-0.2,-13.12,7.68,-0.1,830.5
1922,0,-13.12,7.684,0,830.5
1923,0,-13.13,7.688,0,831
1924,0,-13.13,7.692,0,831
1925,0,-13.14,7.696,0,831.5
1926,0.4,-13.15,7.7,0.2,832.5
1927,0,-13.16,7.704,0,833
1928,0,-13.16,7.708,0,833
1929,0.2,-13.17,7.712,0.1,833.5
1930,0,-13.18,7.716,0,834
1931,0.2,-13.18,7.72,0.1,834
1932,0,-13.19,7.724,0,835
1933,0,-13.2,7.728,0,835.5
1934,0.2,-13.2,7.732,0.1,835.5
1935,0,-13.21,7.736,0,836
1936,-0.2,-13.22,7.74,-0.1,836.5
1937,-0.2,-13.23,7.744,-0.1,837.5
1938,0,-13.23,7.748,0,837.5
1939,0.2,-13.24,7.752,0.1,838
1940,0,-13.25,7.756,0,838.5
